packageA,packageB,CODE-DEPENDENCY,CO-DEPENDENCY,CATEGORY
org.odpi.openmetadata.frameworks.auditlog.requestid,org.odpi.openmetadata.repositoryservices.localrepository.repositorycontentmanager,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.adminservices.configuration.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.platformservices.server,org.odpi.openmetadata.serveroperations.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes.connectors,org.odpi.openmetadata.frameworkservices.gaf.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.metadatasecurity,org.odpi.openmetadata.repositoryservices.eventmanagement,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.conformance.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.admin,org.odpi.openmetadata.repositoryservices.metadatahighway,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.admin,org.odpi.openmetadata.repositoryservices.connectors.stores.auditlogstore,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets.validmetadatavalues,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.egeria,org.odpi.openmetadata.frameworks.openmetadata.refdata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.ffdc,org.odpi.openmetadata.engineservices.governanceaction.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.contentpacks.core.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.assets,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.repositoryservices.clients,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.designmodels,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.wedgwood,org.odpi.openmetadata.frameworks.opengovernance.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.engineservices.governanceaction.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.frameworkservices.omf.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.assetmanager.samples.glossaryworkflow,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.adminservices.configurationstore.file,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.metadatasecurity,org.odpi.openmetadata.repositoryservices.events,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.client,org.odpi.openmetadata.viewservices.assetcatalog.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.engineservices.watchdogaction.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.digitalbusiness,org.odpi.openmetadata.viewservices.digitalbusiness.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.resource.jdbc.controls,org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.postgres.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.frameworkservices.gaf.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.adapters.connectors.integration.openlineage.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.engineservices.repositorygovernance.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.cohortregistrystore,org.odpi.openmetadata.repositoryservices.connectors.stores.cohortregistrystore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.metadatasecurity.server,org.odpi.openmetadata.userauthn,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.repositoryservices.auditlogstore.file,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.reports,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.metadatasecurity.server,org.odpi.openmetadata.repositoryservices.events,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.viewservices.dataengineer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.engineservices.surveyaction.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.survey,org.odpi.openmetadata.frameworks.opensurvey.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.converters,org.odpi.openmetadata.frameworkservices.omf.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.samples.archiveutilities.clinicaltrialtemplates,org.odpi.openmetadata.samples.archiveutilities.governanceprogram,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.reports.surveyreport,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.restclients,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.opengovernance.client,org.odpi.openmetadata.frameworks.opengovernance.connectorcontext,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.repositoryservices.archiveconnector.directory,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.opengovernance.controls,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.apis,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.adapters.connectors.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.frameworks.openmetadata.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.datamanager.fvt.connections,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration,org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.actors,org.odpi.openmetadata.viewservices.actormanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.provisioning,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,org.odpi.openmetadata.frameworks.openmetadata.properties.schema,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.handlers,org.odpi.openmetadata.frameworks.opengovernance.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.reports.surveyreport,org.odpi.openmetadata.frameworks.opengovernance.controls,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.repositoryservices.rest.services,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.control,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.admin,org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.controls,org.odpi.openmetadata.userauthn.auth,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.gaf.outtopic,org.odpi.openmetadata.frameworkservices.omf.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.openmetadata.refdata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.ffdc,org.odpi.openmetadata.conformance.workbenches.platform,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.verification,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.surveyaction.controls,org.odpi.openmetadata.contentpacks.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.admin,org.odpi.openmetadata.frameworkservices.omf.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.frameworks.openmetadata.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.integration.contextmanager,org.odpi.openmetadata.frameworks.integration.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.governanceservers.enginehostservices.ffdc,org.odpi.openmetadata.governanceservers.enginehostservices.threads,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.repositoryservices.inmemory.repositoryconnector,org.odpi.openmetadata.repositoryservices.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.viewservices.myprofile.ffdc,org.odpi.openmetadata.viewservices.myprofile.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.kafkaaudit.controls,org.odpi.openmetadata.frameworks.openmetadata.refdata,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.opengovernance.ffdc,org.odpi.openmetadata.frameworks.opengovernance.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openapis,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.builders,org.odpi.openmetadata.frameworks.openmetadata.properties.actors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.gaf.admin,org.odpi.openmetadata.frameworkservices.gaf.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.omf.rest,org.odpi.openmetadata.viewservices.validmetadata.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.rest,org.odpi.openmetadata.conformance.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.handlers,org.odpi.openmetadata.frameworks.openmetadata.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.csvlineageimporter,org.odpi.openmetadata.frameworks.integration.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.eventbus.topic.kafka,org.odpi.openmetadata.frameworks.connectors.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.repositoryservices.eventmanagement,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.commonservices.multitenant.ffdc.exceptions,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.restclients.ffdc.exceptions,org.odpi.openmetadata.conformance.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openlineage,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.subjectarea.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apachekafka.integration,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration,org.odpi.openmetadata.frameworks.auditlog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.secretsstore.yaml,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.accumulators,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.opengovernance.connectorcontext,org.odpi.openmetadata.frameworks.opengovernance.handlers,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.governanceservers.integrationdaemonservices.threads,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.topics,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestsurveys,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.babbage,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.repositoryservices.archivemanager,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.client,org.odpi.openmetadata.frameworks.auditlog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.frameworks.opengovernance,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworkservices.gaf.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.integration.context,org.odpi.openmetadata.frameworks.integration.openlineage,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestopenmetadata,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.enums,org.odpi.openmetadata.frameworks.openmetadata.properties.assets,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.enums,org.odpi.openmetadata.frameworks.openmetadata.properties.governance,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.opengovernance,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.enums,org.odpi.openmetadata.frameworks.openmetadata.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworkservices.omf.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.viewservices.feedbackmanager.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.unitycatalog.provision,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.governance,org.odpi.openmetadata.viewservices.classificationexplorer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.postgres.tabulardatasource,org.odpi.openmetadata.adapters.connectors.resource.jdbc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.serveroperations.client,org.odpi.openmetadata.serveroperations.rest,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.securityofficer.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.properties.softwarecapabilities,org.odpi.openmetadata.frameworks.openmetadata.types,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.repositoryservices.connectors.stores.auditlogstore,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.conformance.workbenches.repository.listener,org.odpi.openmetadata.repositoryservices.events,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.jacquard.tabulardatasets,org.odpi.openmetadata.frameworks.connectors.properties.beans,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.opengovernance.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.frameworks.openmetadata.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.archiveutilities.bigglossaries,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.surveyaction.server,org.odpi.openmetadata.tokencontroller,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.lineagelinker.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.actionauthor.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.archiveutilities.bigglossaries,org.odpi.openmetadata.repositoryservices.archiveutilities,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.datadiscovery.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.projectmanager.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.datastore.datafolder,org.odpi.openmetadata.frameworks.connectors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.datadesigner.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.openlineage,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.automatedcuration.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.myprofile.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.samples.archiveutilities.combo,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.postgres,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openapis,org.odpi.openmetadata.frameworks.connectors.ffdc,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.timekeeper.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.dataofficer.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.viewservices.devopspipeline.server,org.odpi.openmetadata.viewservices.devopspipeline.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.jdbc,org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.customization,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.validmetadata.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.apachekafka,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.integration.openapis,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.apis,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.assetmanager.fvt.glossaries,org.odpi.openmetadata.frameworks.auditlog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.samples.archiveutilities.organization,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.client,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.viewservices.productcatalog.server,org.odpi.openmetadata.viewservices.productcatalog.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.governanceaction.server,org.odpi.openmetadata.tokencontroller,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.core,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.feedbackmanager.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.samples.archiveutilities.governanceengines,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.governanceserver.fvt.duplicates,org.odpi.openmetadata.frameworkservices.gaf.client.rest,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.samples.assetsetup,org.odpi.openmetadata.frameworks.openmetadata.properties.actors,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.dataengineer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.files,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.frameworkservices.ocf.metadatamanagement.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.templatemanager.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.viewservices.multilanguage.server,org.odpi.openmetadata.viewservices.multilanguage.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.multilanguage.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.assetconsumer.fvt,org.odpi.openmetadata.frameworks.openmetadata.properties.schema,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.integration.iterator,org.odpi.openmetadata.frameworks.openmetadata.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.accessservices.governanceserver.fvt.clientconstructors,org.odpi.openmetadata.frameworkservices.gaf.client.rest,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.metadatasecurity.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.devopspipeline.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.securityofficer.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.governanceservers.enginehostservices.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.solutionarchitect.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.metadataexpert.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.dataengineer.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.digitalproducts,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.schemamaker.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.samples.archiveutilities.businesssystems,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.viewservices.dataofficer.server,org.odpi.openmetadata.viewservices.dataofficer.server.spring,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.repositoryservices.ffdc.exception,org.odpi.openmetadata.repositoryservices.rest.services,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.productcatalog.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.communitymatters.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.archiveutilities.designmodels.owlcanonicalglossarymodel,org.odpi.openmetadata.repositoryservices.archiveutilities,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestopenmetadata,org.odpi.openmetadata.frameworks.integration.properties,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.actormanager.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.contentpacks.core.unitycatalog,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.frameworks.openmetadata.mermaid,org.odpi.openmetadata.viewservices.governanceofficer.server,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.frameworks.openmetadata.search,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.peopleorganizer.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.glossarymanager.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.viewservices.automatedcuration.handlers,org.odpi.openmetadata.viewservices.automatedcuration.mermaid,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.digitalbusiness.admin,LOW,LOW,UNRELATED or NORMAL
org.odpi.openmetadata.adminservices.registration,org.odpi.openmetadata.viewservices.classificationexplorer.admin,LOW,LOW,UNRELATED or NORMAL
