packageA,packageB,CODE-DEPENDENCY,CO-DEPENDENCY,CATEGORY
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.datadiscovery.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository.instances,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.frameworks.openmetadata.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.samples.archiveutilities.businesssystems,org.odpi.openmetadata.samples.archiveutilities.sustainability,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.remediation,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.governanceofficer.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.workbenches.repository,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.mermaid,org.odpi.openmetadata.frameworks.opengovernance.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.locationarena.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.configuration.properties,org.odpi.openmetadata.adminservices.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.survey,org.odpi.openmetadata.frameworks.opensurvey.controls,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.model,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,org.odpi.openmetadata.repositoryservices.rest.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworkservices.omf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.adminservices.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.actormanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.metadatasecurity,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.actormanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.server,org.odpi.openmetadata.metadatasecurity.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetconsumer.fvt,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.listener,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes.actions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.controls,org.odpi.openmetadata.contentpacks.core,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.extractor,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.metadatasecurity.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.externalreferences,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,org.odpi.openmetadata.repositoryservices.rest.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.referencedata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository.instances,org.odpi.openmetadata.conformance.workbenches.repository,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.frameworkservices.gaf.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.externallinks.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.myprofile.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.base,org.odpi.openmetadata.frameworks.openmetadata.types,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetmanager.fvt.common,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.types,org.odpi.openmetadata.repositoryservices.archiveutilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.postgres.survey,org.odpi.openmetadata.frameworks.opensurvey,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.projectmanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.myprofile.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.server,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.database,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.openmetadata.refdata,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.opensurvey,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworks.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.archiveutilities,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.frameworkservices.omf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.clients,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworkservices.omf.listener,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.runtimemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.controls,org.odpi.openmetadata.contentpacks.core.unitycatalog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworkservices.omf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.integration.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworks.integration.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.events,org.odpi.openmetadata.repositoryservices.localrepository.repositorycontentmanager,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.datadesigner.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.eventmanagement,org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opensurvey,org.odpi.openmetadata.samples.governanceactions.clinicaltrials,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.metadatasecurity.accessconnector,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.utilities.serverconfig,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.solutionarchitect.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.samples.archiveutilities.governanceprogram,org.odpi.openmetadata.samples.archiveutilities.organization,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.serveroperations.properties,org.odpi.openmetadata.serveroperations.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.repositoryservices.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.search,org.odpi.openmetadata.frameworkservices.omf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.rest,org.odpi.openmetadata.conformance.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.metadatasecurity.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.rest,org.odpi.openmetadata.commonservices.ffdc.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.client,org.odpi.openmetadata.viewservices.metadataexpert.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.restclients.factory,org.odpi.openmetadata.frameworks.connectors.properties.beans,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.collections,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.externallinks.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors.properties.beans,org.odpi.openmetadata.samples.archiveutilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.frameworkservices.omf.handlers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.accumulators,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.openmetadata.events,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.governanceservers.integrationdaemonservices.handlers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.openmetadata.properties.externalidentifiers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetmanager.fvt.errorhandling,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,org.odpi.openmetadata.frameworks.integration.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.lineage,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.adapters.connectors.jacquard.solutionblueprint,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.samples.archiveutilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.actormanager.server.spring,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.assetmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.frameworkservices.gaf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.frameworks.openmetadata.definitions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.assetmaker.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.governanceservers.integrationdaemonservices.handlers,org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.postgres.controls,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.subscriptions,org.odpi.openmetadata.frameworks.opengovernance,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.runtimemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworks.openmetadata.handlers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.connectors.properties.users,org.odpi.openmetadata.metadatasecurity.accessconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.automatedcuration.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.frameworks.connectors.properties.beans,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog.messagesets,org.odpi.openmetadata.test.unittest.utilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.validmetadata.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.search,org.odpi.openmetadata.viewservices.automatedcuration.handlers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.connections,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.governanceservers.enginehostservices.admin,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.governanceserver.fvt.duplicates,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.viewservices.automatedcuration.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.spring,org.odpi.openmetadata.commonservices.ffdc.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.commonservices.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.repositoryservices.connectors.stores.auditlogstore,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.reports.surveyreport,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.metadatasecurity,org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes.connectors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.refdata,org.odpi.openmetadata.samples.archiveutilities.organization,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.frameworks.opensurvey,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.opentypes,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog.messagesets,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.archiveconnector.directory,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetmanager.fvt.glossaries,org.odpi.openmetadata.fvt.utilities.exceptions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.executors,org.odpi.openmetadata.repositoryservices.ffdc.exception,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.conformance.tests.repository.instances,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.viewservices.timekeeper.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.assetconsumer.fvt,org.odpi.openmetadata.fvt.utilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.integration.iterator,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.eventbus.topic.kafka,org.odpi.openmetadata.frameworks.auditlog,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.reports.componentid,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.resource.jdbc.mappers,org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.mappers,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.enums,org.odpi.openmetadata.samples.archiveutilities,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworkservices.omf.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.frameworks.openmetadata.search,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.serveroperations.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.control,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworks.openmetadata.properties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.repositoryservices.rest.repositoryconnector,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.viewservices.actionauthor.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore,org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.executors,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.datamanager.fvt.validvalues,org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.accessservices.communityprofile.fvt.validvalues,org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.controls,org.odpi.openmetadata.frameworks.openmetadata.definitions,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.governanceservers.enginehostservices.admin,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworkservices.gaf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.requests,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.serveroperations.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.datadesigner.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.runtimemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.properties,org.odpi.openmetadata.samples.archiveutilities.governanceengines,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.datadesigner.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.runtimemanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.adminservices.client.rest,org.odpi.openmetadata.commonservices.ffdc.rest,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.frameworkservices.gaf.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.base,org.odpi.openmetadata.frameworks.openmetadata.refdata,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.projects,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.properties,org.odpi.openmetadata.frameworkservices.omf.client,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.opengovernance.controls,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.designmodels,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.enums,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.frameworks.openmetadata.enums,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.security,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.tokencontroller,org.odpi.openmetadata.viewservices.solutionarchitect.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.repositoryservices.archiveutilities,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.samples.governanceactions.clinicaltrials,org.odpi.openmetadata.samples.governanceactions.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.openmetadata.api,org.odpi.openmetadata.frameworks.openmetadata.ffdc,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.frameworks.auditlog,org.odpi.openmetadata.viewservices.solutionarchitect.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.viewservices.glossarymanager.server,HIGH,LOW,CAN BE INCONSISTENT
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.openmetadata.enums,HIGH,LOW,CAN BE INCONSISTENT
