source_package,target_package,WDS,DD,NWDS,FINAL_SCORE
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.digitalbusiness,352,4,352.0,566.5221451768033
org.odpi.openmetadata.adapters.connectors.baudot,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,350,4,350.0,563.3032693519351
org.odpi.openmetadata.samples.archiveutilities.sustainability,org.odpi.openmetadata.frameworks.openmetadata.refdata,288,6,288.0,560.4221229279302
org.odpi.openmetadata.adapters.connectors.unitycatalog.resource,org.odpi.openmetadata.adapters.connectors.unitycatalog.properties,286,6,286.0,556.5303026298196
org.odpi.openmetadata.viewservices.automatedcuration.server,org.odpi.openmetadata.commonservices.ffdc,345,4,345.0,555.2560797897646
org.odpi.openmetadata.adapters.connectors.externalharvesters.harvestsurveys,org.odpi.openmetadata.frameworks.integration.connectors,340,4,340.0,547.2088902275941
org.odpi.openmetadata.governanceservers.enginehostservices.admin,org.odpi.openmetadata.frameworks.opengovernance.properties,281,6,281.0,546.800751884543
org.odpi.openmetadata.adapters.connectors.apacheatlas.survey,org.odpi.openmetadata.frameworks.opensurvey,304,5,304.0,544.6948786453287
org.odpi.openmetadata.frameworkservices.omf.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,303,5,303.0,542.9031191761006
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.connectors.properties.beans,302,5,302.0,541.1113597068726
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.frameworks.openmetadata.search,302,5,302.0,541.1113597068726
org.odpi.openmetadata.governanceservers.integrationdaemonservices.handlers,org.odpi.openmetadata.governanceservers.integrationdaemonservices.properties,260,7,260.0,540.6548008367573
org.odpi.openmetadata.frameworkservices.omf.converters,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,277,6,277.0,539.0171112883218
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.opengovernance,334,4,334.0,537.5522627529895
org.odpi.openmetadata.viewservices.myprofile.server,org.odpi.openmetadata.commonservices.ffdc.rest,300,5,300.0,537.5278407684165
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.frameworks.openmetadata.ffdc,333,4,333.0,535.9428248405554
org.odpi.openmetadata.viewservices.datadiscovery.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,275,6,275.0,535.1252909902112
org.odpi.openmetadata.conformance.tests.repository.instances,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,332,4,332.0,534.3333869281213
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.auditlog,298,5,298.0,533.9443218299604
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.frameworks.openmetadata.types,329,4,329.0,529.505073190819
org.odpi.openmetadata.samples.archiveutilities.businesssystems,org.odpi.openmetadata.samples.archiveutilities.sustainability,254,7,254.0,528.1781515866783
org.odpi.openmetadata.adapters.connectors.governanceactions.remediation,org.odpi.openmetadata.frameworks.openmetadata.search,252,7,252.0,524.0192685033186
org.odpi.openmetadata.viewservices.governanceofficer.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,268,6,268.0,521.503919946824
org.odpi.openmetadata.conformance.workbenches.repository,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,250,7,250.0,519.8603854199589
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,249,7,249.0,517.7809438782791
org.odpi.openmetadata.frameworks.opengovernance.mermaid,org.odpi.openmetadata.frameworks.opengovernance.properties,373,3,373.0,517.0877966977192
org.odpi.openmetadata.viewservices.locationarena.server,org.odpi.openmetadata.commonservices.ffdc,321,4,321.0,516.6295698913461
org.odpi.openmetadata.adminservices.rest,org.odpi.openmetadata.adminservices.configuration.properties,235,8,235.0,516.3477756740116
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,286,5,286.0,512.4432081992237
org.odpi.openmetadata.adapters.connectors.unitycatalog.survey,org.odpi.openmetadata.frameworks.opensurvey.controls,286,5,286.0,512.4432081992237
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.model,318,4,318.0,511.80125615404387
org.odpi.openmetadata.repositoryservices.rest.properties,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,261,6,261.0,507.88254890343677
org.odpi.openmetadata.frameworkservices.omf.server,org.odpi.openmetadata.frameworks.auditlog,283,5,283.0,507.06792979153954
org.odpi.openmetadata.frameworks.openmetadata.types,org.odpi.openmetadata.frameworks.openmetadata.enums,365,3,365.0,505.9974418087601
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.adminservices.rest,281,5,281.0,503.48441085308343
org.odpi.openmetadata.viewservices.actormanager.server,org.odpi.openmetadata.tokencontroller,312,4,312.0,502.1446286794393
org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,280,5,280.0,501.6926513838554
org.odpi.openmetadata.metadatasecurity,org.odpi.openmetadata.frameworks.openmetadata.ffdc,456,2,456.0,500.9672036326581
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.platform.catalog,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,456,2,456.0,500.9672036326581
org.odpi.openmetadata.viewservices.actormanager.server,org.odpi.openmetadata.frameworks.auditlog,311,4,311.0,500.5351907670052
org.odpi.openmetadata.adminservices.server,org.odpi.openmetadata.metadatasecurity.server,279,5,279.0,499.9008919146273
org.odpi.openmetadata.accessservices.assetconsumer.fvt,org.odpi.openmetadata.fvt.utilities.exceptions,310,4,310.0,498.9257528545711
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes.actions,309,4,309.0,497.316314942137
org.odpi.openmetadata.frameworkservices.gaf.listener,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,309,4,309.0,497.316314942137
org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,org.odpi.openmetadata.frameworks.openmetadata.properties,277,5,277.0,496.3173729761712
org.odpi.openmetadata.contentpacks.core,org.odpi.openmetadata.adapters.connectors.controls,357,3,357.0,494.9070869198009
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.extractor,org.odpi.openmetadata.frameworks.openmetadata.ffdc,306,4,306.0,492.4880012048347
org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.repositoryconnector,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,447,2,447.0,491.07969303464506
org.odpi.openmetadata.metadatasecurity.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,274,5,274.0,490.94209456848705
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.externalreferences,304,4,304.0,489.2691253799665
org.odpi.openmetadata.frameworks.openmetadata.properties.projects,org.odpi.openmetadata.frameworks.openmetadata.properties,304,4,304.0,489.2691253799665
org.odpi.openmetadata.repositoryservices.rest.server,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,273,5,273.0,489.150335099259
org.odpi.openmetadata.viewservices.referencedata.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,250,6,250.0,486.4775372638283
org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,org.odpi.openmetadata.frameworks.openmetadata.properties,302,4,302.0,486.0502495550983
org.odpi.openmetadata.conformance.workbenches.repository,org.odpi.openmetadata.conformance.tests.repository.instances,271,5,271.0,485.5668161608029
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.frameworkservices.gaf.rest,301,4,301.0,484.4408116426642
org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,org.odpi.openmetadata.commonservices.ffdc,301,4,301.0,484.4408116426642
org.odpi.openmetadata.viewservices.myprofile.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,248,6,248.0,482.58571696571767
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.openmetadata.search,248,6,248.0,482.58571696571767
org.odpi.openmetadata.viewservices.externallinks.server,org.odpi.openmetadata.commonservices.multitenant,248,6,248.0,482.58571696571767
org.odpi.openmetadata.contentpacks.core.base,org.odpi.openmetadata.frameworks.openmetadata.types,439,2,439.0,482.2907947253002
org.odpi.openmetadata.accessservices.assetmanager.fvt.common,org.odpi.openmetadata.fvt.utilities.exceptions,299,4,299.0,481.221935817796
org.odpi.openmetadata.repositoryservices.archiveutilities,org.odpi.openmetadata.frameworks.openmetadata.types,347,3,347.0,481.04414330860203
org.odpi.openmetadata.viewservices.projectmanager.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,246,6,246.0,478.6938966676071
org.odpi.openmetadata.adapters.connectors.postgres.survey,org.odpi.openmetadata.frameworks.opensurvey,246,6,246.0,478.6938966676071
org.odpi.openmetadata.viewservices.myprofile.server,org.odpi.openmetadata.commonservices.ffdc,297,4,297.0,478.0030599929278
org.odpi.openmetadata.adminservices.server,org.odpi.openmetadata.frameworks.openmetadata.ffdc,297,4,297.0,478.0030599929278
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.database,org.odpi.openmetadata.repositoryservices.ffdc.exception,296,4,296.0,476.3936220804937
org.odpi.openmetadata.adapters.connectors.governanceactions.stewardship,org.odpi.openmetadata.frameworks.openmetadata.refdata,265,5,265.0,474.81625934543456
org.odpi.openmetadata.adapters.connectors.surveyaction.surveyfolder,org.odpi.openmetadata.frameworks.opensurvey,244,6,244.0,474.80207636949643
org.odpi.openmetadata.frameworks.connectors,org.odpi.openmetadata.frameworks.auditlog,206,9,206.0,474.33252915677343
org.odpi.openmetadata.repositoryservices.archiveutilities,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,228,7,228.0,474.11267150300256
org.odpi.openmetadata.frameworkservices.omf.server,org.odpi.openmetadata.commonservices.multitenant,294,4,294.0,473.1747462556255
org.odpi.openmetadata.repositoryservices.clients,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,264,5,264.0,473.0244998762065
org.odpi.openmetadata.frameworkservices.omf.listener,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,243,6,243.0,472.85616622044114
org.odpi.openmetadata.viewservices.runtimemanager.server,org.odpi.openmetadata.commonservices.multitenant,340,3,340.0,471.34008278076277
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,226,7,226.0,469.9537884196429
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.utilities,676,1,676.0,468.56749405852304
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.adapters.connectors.unitycatalog.controls,291,4,291.0,468.3464325183232
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.commonservices.ffdc.rest,290,4,290.0,466.7369946058891
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.integration.properties,212,8,212.0,465.81161039527854
org.odpi.openmetadata.frameworks.integration.connectors,org.odpi.openmetadata.frameworks.auditlog,211,8,211.0,463.6143858179423
org.odpi.openmetadata.frameworks.openmetadata.properties.security,org.odpi.openmetadata.frameworks.openmetadata.properties,288,4,288.0,463.51811878102086
org.odpi.openmetadata.repositoryservices.localrepository.repositorycontentmanager,org.odpi.openmetadata.repositoryservices.events,288,4,288.0,463.51811878102086
org.odpi.openmetadata.frameworks.openmetadata.properties.softwarecapabilities,org.odpi.openmetadata.frameworks.openmetadata.properties,288,4,288.0,463.51811878102086
org.odpi.openmetadata.viewservices.datadesigner.server,org.odpi.openmetadata.commonservices.multitenant,332,3,332.0,460.2497278918037
org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,org.odpi.openmetadata.repositoryservices.eventmanagement,236,6,236.0,459.2347951770539
org.odpi.openmetadata.samples.governanceactions.clinicaltrials,org.odpi.openmetadata.frameworks.opensurvey,256,5,256.0,458.69042412238207
org.odpi.openmetadata.frameworks.opengovernance,org.odpi.openmetadata.frameworks.openmetadata.ffdc,417,2,417.0,458.1213243746018
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,235,6,235.0,457.2888850279986
org.odpi.openmetadata.metadatasecurity.accessconnector,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.instances,255,5,255.0,456.898664653154
org.odpi.openmetadata.frameworks.opengovernance.properties,org.odpi.openmetadata.frameworks.openmetadata.properties,219,7,219.0,455.39769762788404
org.odpi.openmetadata.utilities.serverconfig,org.odpi.openmetadata.adminservices.client,254,5,254.0,455.10690518392596
org.odpi.openmetadata.viewservices.solutionarchitect.server,org.odpi.openmetadata.commonservices.multitenant,328,3,328.0,454.7045504473241
org.odpi.openmetadata.samples.archiveutilities.governanceprogram,org.odpi.openmetadata.samples.archiveutilities.organization,218,7,218.0,453.3182560862042
org.odpi.openmetadata.serveroperations.server,org.odpi.openmetadata.serveroperations.properties,216,7,216.0,449.1593730028445
org.odpi.openmetadata.repositoryservices.auditlog,org.odpi.openmetadata.frameworks.auditlog,216,7,216.0,449.1593730028445
org.odpi.openmetadata.frameworkservices.omf.client,org.odpi.openmetadata.frameworks.openmetadata.search,279,4,279.0,449.033177569114
org.odpi.openmetadata.conformance.server,org.odpi.openmetadata.conformance.rest,250,5,250.0,447.93986730701374
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.metadatasecurity.server,230,6,230.0,447.55933428272203
org.odpi.openmetadata.adminservices.rest,org.odpi.openmetadata.commonservices.ffdc.rest,278,4,278.0,447.42373965667986
org.odpi.openmetadata.viewservices.metadataexpert.server,org.odpi.openmetadata.frameworks.openmetadata.client,277,4,277.0,445.81430174424577
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,214,7,214.0,445.00048991948483
org.odpi.openmetadata.adapters.connectors.restclients.factory,org.odpi.openmetadata.frameworks.connectors.properties.beans,214,7,214.0,445.00048991948483
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.collections,276,4,276.0,444.2048638318117
org.odpi.openmetadata.viewservices.externallinks.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,228,6,228.0,443.6675139846114
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.frameworks.connectors.properties.beans,273,4,273.0,439.37655009450935
org.odpi.openmetadata.frameworkservices.omf.handlers,org.odpi.openmetadata.commonservices.ffdc,316,3,316.0,438.0690181138854
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.accumulators,org.odpi.openmetadata.repositoryservices.ffdc.exception,225,6,225.0,437.82978353744545
org.odpi.openmetadata.adapters.connectors.governanceactions.watchdog,org.odpi.openmetadata.frameworks.openmetadata.events,272,4,272.0,437.76711218207527
org.odpi.openmetadata.contentpacks.core.core,org.odpi.openmetadata.samples.archiveutilities,398,2,398.0,437.2476908899077
org.odpi.openmetadata.governanceservers.integrationdaemonservices.handlers,org.odpi.openmetadata.frameworks.opengovernance.properties,243,5,243.0,435.39755102241736
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.frameworks.openmetadata.properties.externalidentifiers,209,7,209.0,434.6032822110857
org.odpi.openmetadata.samples.archiveutilities.sustainability,org.odpi.openmetadata.samples.archiveutilities,268,4,268.0,431.32936053233885
org.odpi.openmetadata.accessservices.assetmanager.fvt.errorhandling,org.odpi.openmetadata.fvt.utilities.exceptions,267,4,267.0,429.71992261990476
org.odpi.openmetadata.adapters.connectors.unitycatalog.sync,org.odpi.openmetadata.frameworks.integration.connectors,266,4,266.0,428.1104847074707
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.lineage,265,4,265.0,426.5010467950366
org.odpi.openmetadata.adapters.connectors.jacquard,org.odpi.openmetadata.adapters.connectors.jacquard.solutionblueprint,265,4,265.0,426.5010467950366
org.odpi.openmetadata.adapters.connectors.apacheatlas.integration.modules,org.odpi.openmetadata.adapters.connectors.apacheatlas.resource,238,5,238.0,426.4387536762771
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.samples.archiveutilities,388,2,388.0,426.2615680032266
org.odpi.openmetadata.viewservices.actormanager.server.spring,org.odpi.openmetadata.commonservices.ffdc.rest,307,3,307.0,425.5923688638064
org.odpi.openmetadata.contentpacks.core.unitycatalog,org.odpi.openmetadata.frameworks.openmetadata.definitions,264,4,264.0,424.8916088826025
org.odpi.openmetadata.viewservices.assetmaker.server,org.odpi.openmetadata.tokencontroller,264,4,264.0,424.8916088826025
org.odpi.openmetadata.frameworkservices.gaf.client,org.odpi.openmetadata.commonservices.ffdc,264,4,264.0,424.8916088826025
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.search,218,6,218.0,424.2084124940583
org.odpi.openmetadata.viewservices.assetmaker.server,org.odpi.openmetadata.frameworks.auditlog,263,4,263.0,423.28217097016835
org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,org.odpi.openmetadata.governanceservers.integrationdaemonservices.handlers,216,6,216.0,420.31659219594763
org.odpi.openmetadata.adapters.connectors.postgres.controls,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,202,7,202.0,420.0471914193268
org.odpi.openmetadata.adapters.connectors.subscriptions,org.odpi.openmetadata.frameworks.opengovernance,260,4,260.0,418.4538572328661
org.odpi.openmetadata.viewservices.runtimemanager.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,215,6,215.0,418.37068204689234
org.odpi.openmetadata.frameworks.openmetadata.handlers,org.odpi.openmetadata.frameworks.auditlog,233,5,233.0,417.4799563301368
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.openmetadata.search,200,7,200.0,415.88830833596717
org.odpi.openmetadata.metadatasecurity.accessconnector,org.odpi.openmetadata.frameworks.connectors.properties.users,232,5,232.0,415.68819686090876
org.odpi.openmetadata.viewservices.automatedcuration.server,org.odpi.openmetadata.commonservices.multitenant,213,6,213.0,414.4788617487817
org.odpi.openmetadata.commonservices.multitenant,org.odpi.openmetadata.frameworks.connectors.properties.beans,199,7,199.0,413.8088667942873
org.odpi.openmetadata.test.unittest.utilities,org.odpi.openmetadata.frameworks.auditlog.messagesets,212,6,212.0,412.5329515997264
org.odpi.openmetadata.viewservices.validmetadata.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,212,6,212.0,412.5329515997264
org.odpi.openmetadata.viewservices.automatedcuration.handlers,org.odpi.openmetadata.frameworks.openmetadata.search,230,5,230.0,412.10467792245265
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.connections,256,4,256.0,412.0161055831297
org.odpi.openmetadata.engineservices.surveyaction.handlers,org.odpi.openmetadata.governanceservers.enginehostservices.admin,198,7,198.0,411.7294252526075
org.odpi.openmetadata.adapters.connectors.integration.basicfiles,org.odpi.openmetadata.frameworks.openmetadata.connectorcontext,296,3,296.0,410.3431308914876
org.odpi.openmetadata.accessservices.governanceserver.fvt.duplicates,org.odpi.openmetadata.fvt.utilities.exceptions,254,4,254.0,408.7972297582615
org.odpi.openmetadata.viewservices.automatedcuration.server,org.odpi.openmetadata.commonservices.ffdc.rest,228,5,228.0,408.52115898399654
org.odpi.openmetadata.adminservices.spring,org.odpi.openmetadata.commonservices.ffdc.rest,293,3,293.0,406.18424780812796
org.odpi.openmetadata.adminservices.client,org.odpi.openmetadata.commonservices.ffdc,252,4,252.0,405.57835393339326
org.odpi.openmetadata.repositoryservices.connectors.stores.auditlogstore,org.odpi.openmetadata.frameworks.auditlog,176,9,176.0,405.25497636695206
org.odpi.openmetadata.adapters.connectors.reports.surveyreport,org.odpi.openmetadata.frameworks.openmetadata.properties,226,5,226.0,404.93764004554043
org.odpi.openmetadata.repositoryservices.localrepository.repositoryconnector,org.odpi.openmetadata.metadatasecurity,208,6,208.0,404.74931100350517
org.odpi.openmetadata.frameworks.openmetadata.converters,org.odpi.openmetadata.frameworks.openmetadata.properties.assets.processes.connectors,251,4,251.0,403.96891602095917
org.odpi.openmetadata.frameworks.openmetadata.properties.digitalbusiness,org.odpi.openmetadata.frameworks.openmetadata.properties,251,4,251.0,403.96891602095917
org.odpi.openmetadata.frameworks.openmetadata.properties.assets.filesandfolders,org.odpi.openmetadata.frameworks.openmetadata.properties,250,4,250.0,402.3594781085251
org.odpi.openmetadata.frameworks.openmetadata.properties.glossaries,org.odpi.openmetadata.frameworks.openmetadata.properties,250,4,250.0,402.3594781085251
org.odpi.openmetadata.adapters.repositoryservices.rest.repositoryconnector,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore,224,5,224.0,401.3541211070843
org.odpi.openmetadata.samples.archiveutilities.organization,org.odpi.openmetadata.frameworks.openmetadata.refdata,206,6,206.0,400.8574907053945
org.odpi.openmetadata.frameworks.opensurvey,org.odpi.openmetadata.frameworks.openmetadata.ffdc,249,4,249.0,400.750040196091
org.odpi.openmetadata.opentypes,org.odpi.openmetadata.repositoryservices.ffdc.exception,288,3,288.0,399.2527760025285
org.odpi.openmetadata.frameworks.openmetadata.ffdc,org.odpi.openmetadata.frameworks.auditlog.messagesets,205,6,205.0,398.91158055633923
org.odpi.openmetadata.commonservices.generichandlers,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties.typedefs,204,6,204.0,396.9656704072839
org.odpi.openmetadata.frameworks.openmetadata.search,org.odpi.openmetadata.frameworks.openmetadata.properties,190,7,190.0,395.0938929191688
org.odpi.openmetadata.commonservices.ffdc,org.odpi.openmetadata.commonservices.ffdc.rest,284,3,284.0,393.7075985580489
org.odpi.openmetadata.adapters.repositoryservices.archiveconnector.directory,org.odpi.openmetadata.repositoryservices.connectors.stores.archivestore.properties,189,7,189.0,393.01445137748897
org.odpi.openmetadata.conformance.tests.repository.instances,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore.properties,244,4,244.0,392.7028506339205
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.executors,org.odpi.openmetadata.repositoryservices.ffdc.exception,244,4,244.0,392.7028506339205
org.odpi.openmetadata.accessservices.assetmanager.fvt.glossaries,org.odpi.openmetadata.fvt.utilities.exceptions,244,4,244.0,392.7028506339205
org.odpi.openmetadata.viewservices.timekeeper.server,org.odpi.openmetadata.frameworks.openmetadata.handlers,201,6,201.0,391.12793996011794
org.odpi.openmetadata.frameworks.openmetadata.properties.assets,org.odpi.openmetadata.frameworks.openmetadata.properties,243,4,243.0,391.09341272148635
org.odpi.openmetadata.frameworks.openmetadata.properties.connections,org.odpi.openmetadata.frameworks.openmetadata.properties,242,4,242.0,389.48397480905226
org.odpi.openmetadata.accessservices.assetconsumer.fvt,org.odpi.openmetadata.fvt.utilities,187,7,187.0,388.8555682941293
org.odpi.openmetadata.frameworks.integration.iterator,org.odpi.openmetadata.frameworks.openmetadata.metadataelements,199,6,199.0,387.23611966200735
org.odpi.openmetadata.adapters.eventbus.topic.kafka,org.odpi.openmetadata.frameworks.auditlog,216,5,216.0,387.0200453532599
org.odpi.openmetadata.reports.componentid,org.odpi.openmetadata.frameworks.auditlog,186,7,186.0,386.77612675244944
org.odpi.openmetadata.adapters.repositoryservices.postgres.repositoryconnector.mappers,org.odpi.openmetadata.adapters.connectors.resource.jdbc.mappers,240,4,240.0,386.2650989841841
org.odpi.openmetadata.samples.archiveutilities,org.odpi.openmetadata.frameworks.openmetadata.enums,239,4,239.0,384.65566107175
org.odpi.openmetadata.frameworkservices.omf.rest,org.odpi.openmetadata.commonservices.ffdc.rest,238,4,238.0,383.04622315931584
org.odpi.openmetadata.frameworks.openmetadata.search,org.odpi.openmetadata.frameworks.openmetadata.ffdc,213,5,213.0,381.6447669455757
org.odpi.openmetadata.serveroperations.rest,org.odpi.openmetadata.commonservices.ffdc.rest,236,4,236.0,379.82734733444767
org.odpi.openmetadata.adapters.connectors.egeriainfrastructure.control,org.odpi.openmetadata.frameworks.openmetadata.specificationproperties,182,7,182.0,378.45836058573013
org.odpi.openmetadata.frameworks.openmetadata.properties.surveyreports,org.odpi.openmetadata.frameworks.openmetadata.properties,235,4,235.0,378.2179094220136
org.odpi.openmetadata.commonservices.ffdc.rest,org.odpi.openmetadata.frameworks.openmetadata.properties,211,5,211.0,378.0612480071196
org.odpi.openmetadata.adapters.repositoryservices.rest.repositoryconnector,org.odpi.openmetadata.frameworks.openmetadata.ffdc,342,2,342.0,375.72540272449356
org.odpi.openmetadata.viewservices.actionauthor.server,org.odpi.openmetadata.commonservices.ffdc,233,4,233.0,374.99903359714534
org.odpi.openmetadata.repositoryservices.enterprise.repositoryconnector.executors,org.odpi.openmetadata.repositoryservices.connectors.stores.metadatacollectionstore,270,3,270.0,374.29947750237045
org.odpi.openmetadata.accessservices.communityprofile.fvt.validvalues,org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,232,4,232.0,373.38959568471125
org.odpi.openmetadata.accessservices.datamanager.fvt.validvalues,org.odpi.openmetadata.frameworks.openmetadata.properties.validvalues,232,4,232.0,373.38959568471125
org.odpi.openmetadata.adapters.connectors.controls,org.odpi.openmetadata.frameworks.openmetadata.definitions,179,7,179.0,372.2200359606906
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.commonservices.ffdc.rest,178,7,178.0,370.14059441901077
org.odpi.openmetadata.engineservices.watchdogaction.handlers,org.odpi.openmetadata.governanceservers.enginehostservices.admin,178,7,178.0,370.14059441901077
org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer.requests,org.odpi.openmetadata.adapters.connectors.integration.jdbc.transfer,206,5,206.0,369.10245066097934
org.odpi.openmetadata.serveroperations.server,org.odpi.openmetadata.commonservices.ffdc,229,4,229.0,368.561281947409
org.odpi.openmetadata.viewservices.datadesigner.server,org.odpi.openmetadata.tokencontroller,228,4,228.0,366.95184403497484
org.odpi.openmetadata.governanceservers.integrationdaemonservices.server,org.odpi.openmetadata.commonservices.multitenant,228,4,228.0,366.95184403497484
org.odpi.openmetadata.frameworks.openmetadata.properties.locations,org.odpi.openmetadata.frameworks.openmetadata.properties,228,4,228.0,366.95184403497484
org.odpi.openmetadata.viewservices.runtimemanager.server,org.odpi.openmetadata.tokencontroller,228,4,228.0,366.95184403497484
org.odpi.openmetadata.samples.archiveutilities.governanceengines,org.odpi.openmetadata.frameworks.openmetadata.properties,188,6,188.0,365.8311080223989
org.odpi.openmetadata.viewservices.datadesigner.server,org.odpi.openmetadata.frameworks.auditlog,227,4,227.0,365.34240612254075
org.odpi.openmetadata.viewservices.runtimemanager.server,org.odpi.openmetadata.frameworks.auditlog,227,4,227.0,365.34240612254075
org.odpi.openmetadata.adminservices.client.rest,org.odpi.openmetadata.commonservices.ffdc.rest,187,6,187.0,363.8851978733436
org.odpi.openmetadata.frameworkservices.gaf.server,org.odpi.openmetadata.commonservices.multitenant,226,4,226.0,363.73296821010666
org.odpi.openmetadata.frameworks.openmetadata.properties.designmodels,org.odpi.openmetadata.frameworks.openmetadata.properties,226,4,226.0,363.73296821010666
