source_file,target_file,import,contain,parameter,call,return,throw,implement,extend,create,use,cast,impllink,annotation,mixin
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/handlers/InformationSupplyChainHandler.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/OMFErrorCode.java,0,0,0,0,0,0,0,0,0,2,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/client/OpenMetadataClient.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/search/GetOptions.java,0,0,5,2,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/OMRSDynamicTypeMetadataCollectionBase.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/repositoryconnector/OMRSRepositoryConnector.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/OMRSDynamicTypeMetadataCollectionBase.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/properties/typedefs/TypeDefSummary.java,0,0,0,4,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/integration-connectors/jdbc-integration-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/integration/jdbc/JDBCIntegrationConnectorProvider.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/refdata/DeployedImplementationType.java,1,0,0,0,0,0,0,0,0,4,0,0,0,0
open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/OMRSDynamicTypeMetadataCollectionBase.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/properties/typedefs/TypeDefLink.java,0,0,0,12,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/OMRSDynamicTypeMetadataCollectionBase.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/properties/typedefs/TypeDefPatch.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/JacquardIntegrationConnector.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/LabeledRelationshipProperties.java,0,0,0,14,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/JacquardIntegrationConnector.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/NewActionTarget.java,1,1,1,3,0,0,0,0,1,1,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/PropertyServerException.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/OMFCheckedExceptionBase.java,0,0,0,17,0,0,0,1,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/connectorcontext/ConnectorContextClientBase.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/ReferenceableProperties.java,1,0,0,0,0,0,0,0,0,0,3,0,0,0
open-metadata-implementation/repository-services/repository-services-implementation/src/main/java/org/odpi/openmetadata/repositoryservices/enterprise/repositoryconnector/executors/FindRelationshipsExecutor.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/properties/SequencingOrder.java,1,0,2,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/common-services/ffdc-services/src/main/java/org/odpi/openmetadata/commonservices/ffdc/rest/FFDCRESTClient.java,open-metadata-implementation/common-services/ffdc-services/src/main/java/org/odpi/openmetadata/commonservices/ffdc/rest/ElementHeadersResponse.java,0,1,0,0,1,0,0,0,0,1,0,0,0,0
open-metadata-implementation/adapters/open-connectors/data-manager-connectors/unity-catalog-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/unitycatalog/survey/OSSUnityCatalogInsideVolumeSurveyProvider.java,open-metadata-implementation/adapters/open-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/EgeriaOpenConnectorDefinition.java,1,0,0,0,0,0,0,0,0,2,0,0,0,0
open-metadata-implementation/common-services/ffdc-services/src/main/java/org/odpi/openmetadata/commonservices/ffdc/rest/FFDCRESTClient.java,open-metadata-implementation/common-services/ffdc-services/src/main/java/org/odpi/openmetadata/commonservices/ffdc/rest/FFDCRESTClientBase.java,0,0,0,2,0,0,0,1,0,7,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/actors/PersonProperties.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/ReferenceableProperties.java,0,0,0,2,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/repository-services/repository-services-implementation/src/main/java/org/odpi/openmetadata/repositoryservices/enterprise/repositoryconnector/executors/FindRelationshipsExecutor.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/OMRSMetadataCollection.java,1,0,1,1,0,0,0,0,0,0,0,0,0,0
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/types/TestSupportedTypeDef.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/RepositoryConformanceTestCase.java,1,0,0,2,0,0,0,1,0,61,0,0,0,0
open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/src/main/java/org/odpi/openmetadata/accessservices/digitalarchitecture/fvt/DigitalArchitectureOMASFVTSuite.java,open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/src/main/java/org/odpi/openmetadata/accessservices/digitalarchitecture/fvt/validvalues/CreateValidValuesSetTest.java,1,0,0,1,0,0,0,0,0,1,0,0,0,0
open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/src/main/java/org/odpi/openmetadata/accessservices/digitalarchitecture/fvt/DigitalArchitectureOMASFVTSuite.java,open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/src/main/java/org/odpi/openmetadata/accessservices/digitalarchitecture/fvt/errorhandling/InvalidParameterTest.java,1,0,0,1,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/connections/VirtualConnectionProperties.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/types/OpenMetadataType.java,1,0,0,0,0,0,0,0,0,2,0,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/egeria-system-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/egeriainfrastructure/properties/OMAGServerPlatformProperties.java,open-metadata-implementation/platform-services/platform-services-api/src/main/java/org/odpi/openmetadata/platformservices/properties/BuildProperties.java,1,1,1,0,1,0,0,0,0,1,0,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/egeria-system-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/egeriainfrastructure/properties/OMAGServerPlatformProperties.java,open-metadata-implementation/platform-services/platform-services-api/src/main/java/org/odpi/openmetadata/platformservices/properties/PublicProperties.java,1,1,1,0,1,0,0,0,0,1,0,0,0,0
open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/src/main/java/org/odpi/openmetadata/accessservices/digitalarchitecture/fvt/DigitalArchitectureOMASFVTSuite.java,open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/src/main/java/org/odpi/openmetadata/accessservices/digitalarchitecture/fvt/connections/CreateConnectionTest.java,1,0,0,1,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/view-server-generic-services/schema-maker/schema-maker-server/src/main/java/org/odpi/openmetadata/viewservices/schemamaker/server/SchemaMakerInstanceHandler.java,open-metadata-implementation/view-server-generic-services/schema-maker/schema-maker-server/src/main/java/org/odpi/openmetadata/viewservices/schemamaker/server/SchemaMakerRegistration.java,0,0,0,1,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/repository-services/repository-services-apis/src/test/java/org/odpi/openmetadata/repositoryservices/events/TestOMRSEventCategory.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/events/OMRSEventCategory.java,0,1,0,15,0,0,0,0,0,17,0,0,0,0
open-metadata-implementation/view-server-generic-services/schema-maker/schema-maker-server/src/main/java/org/odpi/openmetadata/viewservices/schemamaker/server/SchemaMakerInstanceHandler.java,open-metadata-implementation/view-server-generic-services/schema-maker/schema-maker-server/src/main/java/org/odpi/openmetadata/viewservices/schemamaker/server/SchemaMakerInstance.java,0,2,0,2,0,0,0,0,0,0,2,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/egeria-system-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/egeriainfrastructure/control/OMAGServerPlatformAnnotationType.java,open-metadata-implementation/adapters/open-connectors/system-connectors/egeria-system-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/egeriainfrastructure/control/OMAGServerPlatformMetric.java,0,0,0,1,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/engine-services/survey-action/survey-action-server/src/main/java/org/odpi/openmetadata/engineservices/surveyaction/handlers/SurveyActionEngineHandler.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/search/PropertyHelper.java,1,1,0,2,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/JacquardIntegrationConnector.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/actors/DigitalProductManagerProperties.java,1,1,0,1,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/handlers/InformationSupplyChainHandler.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/converters/MetadataRelationshipSummaryConverter.java,1,1,0,2,0,0,0,0,1,1,0,0,0,0
open-metadata-implementation/view-services/asset-catalog/asset-catalog-server/src/main/java/org/odpi/openmetadata/viewservices/assetcatalog/server/AssetCatalogInstance.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/InvalidParameterException.java,1,0,0,0,0,3,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/filelistener/DirectoryWatcher.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/filelistener/FileListenerInterface.java,0,1,2,3,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/view-services/asset-catalog/asset-catalog-server/src/main/java/org/odpi/openmetadata/viewservices/assetcatalog/server/AssetCatalogInstance.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/UserNotAuthorizedException.java,1,0,0,0,0,3,0,0,0,0,0,0,0,0
open-metadata-implementation/view-services/asset-catalog/asset-catalog-server/src/main/java/org/odpi/openmetadata/viewservices/assetcatalog/server/AssetCatalogInstance.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/PropertyServerException.java,1,0,0,0,0,3,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/data-manager-connectors/unity-catalog-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/unitycatalog/survey/OSSUnityCatalogInsideSchemaSurveyService.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/types/OpenMetadataType.java,1,0,0,0,0,0,0,0,0,2,0,0,0,0
open-metadata-implementation/adapters/open-connectors/integration-connectors/jdbc-integration-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/integration/jdbc/transfer/requests/Omas.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/metadataelements/OpenMetadataRootElement.java,0,0,9,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/access-services/gaf-metadata-management/gaf-metadata-server/src/main/java/org/odpi/openmetadata/frameworkservices/gaf/server/GAFServicesInstance.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/properties/beans/Connection.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/handlers/ValidValueDefinitionHandler.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/InvalidParameterException.java,1,0,0,0,0,24,0,0,0,0,0,0,0,0
open-metadata-implementation/common-services/multi-tenant/src/main/java/org/odpi/openmetadata/commonservices/multitenant/GovernanceServerServiceInstanceHandler.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/Connector.java,1,1,0,1,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/integration/modules/ApacheHiveIntegrationModule.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/PropertyServerException.java,1,0,0,0,0,1,0,0,0,0,0,0,0,0
open-metadata-implementation/common-services/multi-tenant/src/main/java/org/odpi/openmetadata/commonservices/multitenant/GovernanceServerServiceInstanceHandler.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/ConnectorProvider.java,1,1,0,3,0,0,0,0,0,0,1,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/integration/modules/ApacheHiveIntegrationModule.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/UserNotAuthorizedException.java,1,0,0,0,0,2,0,0,0,0,0,0,0,0
open-metadata-implementation/common-services/multi-tenant/src/main/java/org/odpi/openmetadata/commonservices/multitenant/GovernanceServerServiceInstanceHandler.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/ConnectorProviderBase.java,1,0,0,0,0,0,0,0,0,0,1,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/governance/ResearchQuestionProperties.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/types/OpenMetadataType.java,1,0,0,0,0,0,0,0,0,2,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/JacquardIntegrationConnector.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/actors/ActorRoleProperties.java,1,1,0,1,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/integration-connectors/jdbc-integration-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/integration/jdbc/transfer/requests/OmasRemoveForeignKey.java,open-metadata-implementation/adapters/open-connectors/integration-connectors/jdbc-integration-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/integration/jdbc/ffdc/JDBCIntegrationConnectorAuditCode.java,1,0,0,0,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/JacquardIntegrationConnector.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/actors/AssignmentScopeProperties.java,1,2,0,8,0,0,0,0,2,0,0,0,0,0
open-metadata-implementation/user-security/user-authn/src/main/java/org/odpi/openmetadata/userauthn/LoginController.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/properties/users/UserAccountStatus.java,1,0,0,0,0,0,0,0,0,6,0,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/integration/modules/ApacheHiveIntegrationModule.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/InvalidParameterException.java,1,0,0,0,0,1,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/integration/modules/ApacheHiveIntegrationModule.java,open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/resource/properties/AtlasEntityWithExtInfo.java,1,1,1,10,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/connectorcontext/PropertyFacetClient.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/client/OpenMetadataClient.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/user-security/user-authn/src/main/java/org/odpi/openmetadata/userauthn/LoginController.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/properties/users/UserAccount.java,0,0,0,5,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/integration/modules/ApacheHiveIntegrationModule.java,open-metadata-implementation/adapters/open-connectors/system-connectors/apache-atlas-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/apacheatlas/resource/properties/AtlasEntity.java,1,0,4,6,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/handlers/ValidValueDefinitionHandler.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/UserNotAuthorizedException.java,1,0,0,0,0,24,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/handlers/ValidValueDefinitionHandler.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/PropertyServerException.java,1,0,0,0,0,24,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/solutionblueprint/ProductSolutionComponent.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/refdata/SolutionComponentType.java,1,0,0,0,0,0,0,0,0,20,0,0,0,0
open-metadata-implementation/adapters/open-connectors/data-manager-connectors/unity-catalog-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/unitycatalog/sync/OSSUnityCatalogInsideCatalogSyncCatalogTargetProcessor.java,open-metadata-implementation/frameworks/audit-log-framework/src/main/java/org/odpi/openmetadata/frameworks/auditlog/AuditLog.java,1,0,1,3,0,0,0,0,0,0,0,0,0,0
open-metadata-resources/open-metadata-samples/access-services-samples/asset-management-samples/asset-set-up-sample/src/main/java/org/odpi/openmetadata/accessservices/samples/assetsetup/AssetSetUp.java,open-metadata-implementation/adapters/authentication-plugins/http-helper/src/main/java/org/odpi/openmetadata/http/HttpHelper.java,1,0,0,1,0,0,0,0,0,1,0,0,0,0
open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/rest/properties/GetRequest.java,open-metadata-implementation/repository-services/repository-services-apis/src/main/java/org/odpi/openmetadata/repositoryservices/connectors/stores/metadatacollectionstore/properties/instances/EntityDetail.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/governance/GovernanceExpectationsProperties.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/types/OpenMetadataType.java,1,0,0,0,0,0,0,0,0,2,0,0,0,0
open-metadata-implementation/admin-services/admin-services-client/src/main/java/org/odpi/openmetadata/adminservices/client/ConfigurationManagementClient.java,open-metadata-implementation/common-services/ffdc-services/src/main/java/org/odpi/openmetadata/commonservices/ffdc/InvalidParameterHandler.java,1,1,0,3,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/integration-connectors/jdbc-integration-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/integration/jdbc/transfer/JdbcMetadataTransfer.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/assets/AssetProperties.java,1,0,0,0,0,0,0,0,0,0,2,0,0,0
open-metadata-implementation/repository-services/repository-services-implementation/src/main/java/org/odpi/openmetadata/repositoryservices/enterprise/repositoryconnector/executors/FindEntitiesByClassificationExecutor.java,open-metadata-implementation/frameworks/audit-log-framework/src/main/java/org/odpi/openmetadata/frameworks/auditlog/AuditLog.java,1,0,1,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/nanny-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/jacquard/JacquardIntegrationConnector.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/RoledRelationshipProperties.java,0,0,0,2,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/engine-services/survey-action/survey-action-server/src/main/java/org/odpi/openmetadata/engineservices/surveyaction/handlers/SurveyActionEngineHandler.java,open-metadata-implementation/frameworks/open-survey-framework/src/main/java/org/odpi/openmetadata/frameworks/opensurvey/AnnotationStore.java,1,1,0,1,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/frameworks/open-governance-framework/src/main/java/org/odpi/openmetadata/frameworks/opengovernance/WatchdogGovernanceContext.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/events/OpenMetadataEventType.java,1,0,0,0,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/integration-connectors/jdbc-integration-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/integration/jdbc/transfer/requests/OmasCreateTable.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/ReferenceableProperties.java,0,0,0,1,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-governance-framework/src/main/java/org/odpi/openmetadata/frameworks/opengovernance/WatchdogGovernanceContext.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/ffdc/InvalidParameterException.java,1,0,0,0,0,5,0,0,0,0,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/validvalues/ValidValuesImplementationProperties.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/properties/RelationshipBeanProperties.java,1,0,0,5,0,0,0,1,0,5,0,0,0,0
open-metadata-implementation/engine-services/survey-action/survey-action-server/src/main/java/org/odpi/openmetadata/engineservices/surveyaction/handlers/SurveyActionEngineHandler.java,open-metadata-implementation/frameworks/open-survey-framework/src/main/java/org/odpi/openmetadata/frameworks/opensurvey/SurveyContext.java,1,1,0,1,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/engine-services/survey-action/survey-action-server/src/main/java/org/odpi/openmetadata/engineservices/surveyaction/handlers/SurveyActionEngineHandler.java,open-metadata-implementation/frameworks/open-survey-framework/src/main/java/org/odpi/openmetadata/frameworks/opensurvey/SurveyAssetStore.java,1,1,0,1,0,0,0,0,1,0,0,0,0,0
open-metadata-implementation/repository-services/repository-services-implementation/src/main/java/org/odpi/openmetadata/repositoryservices/rest/services/OMRSRepositoryServicesInstanceHandler.java,open-metadata-implementation/repository-services/repository-services-implementation/src/main/java/org/odpi/openmetadata/repositoryservices/rest/services/OMRSRepositoryServicesInstance.java,0,2,0,2,1,0,0,0,0,0,2,0,0,0
open-metadata-implementation/adapters/open-connectors/data-manager-connectors/unity-catalog-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/unitycatalog/survey/OSSUnityCatalogInsideSchemaSurveyService.java,open-metadata-implementation/frameworks/open-survey-framework/src/main/java/org/odpi/openmetadata/frameworks/opensurvey/measurements/RelationalDatabaseMetric.java,1,0,0,0,0,0,0,0,0,8,0,0,0,0
open-metadata-implementation/adapters/open-connectors/data-store-connectors/file-connectors/data-folder-connector/src/main/java/org/odpi/openmetadata/adapters/connectors/datastore/datafolder/DataFolderProvider.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/OpenConnectorProviderBase.java,1,0,0,1,0,0,0,1,0,1,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/connectorcontext/PropertyFacetClient.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/connectorcontext/ConnectorContextClientBase.java,0,0,0,1,0,0,0,1,0,12,0,0,0,0
open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/connectorcontext/PropertyFacetClient.java,open-metadata-implementation/frameworks/open-metadata-framework/src/main/java/org/odpi/openmetadata/frameworks/openmetadata/connectorcontext/ConnectorContextBase.java,0,0,1,6,0,0,0,0,0,0,0,0,0,0
open-metadata-implementation/adapters/open-connectors/data-manager-connectors/unity-catalog-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/unitycatalog/survey/OSSUnityCatalogInsideSchemaSurveyService.java,open-metadata-implementation/frameworks/open-survey-framework/src/main/java/org/odpi/openmetadata/frameworks/opensurvey/measurements/RelationalDataManagerMeasurement.java,1,1,0,4,0,0,0,0,1,0,0,0,0,0
