entity,coupled,degree,average-revs
open-metadata-implementation/view-services/glossary-author-view/glossary-author-view-server/src/main/java/org/odpi/openmetadata/viewservices/glossaryauthor/services/GlossaryAuthorViewCategoryRESTServices.java,open-metadata-implementation/view-services/glossary-author-view/glossary-author-view-server/src/main/java/org/odpi/openmetadata/viewservices/glossaryauthor/services/GlossaryAuthorViewTermRESTServices.java,70,9
open-metadata-implementation/access-services/subject-area/subject-area-api/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/properties/relationships/IsATypeOf.java,open-metadata-implementation/access-services/subject-area/subject-area-api/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/properties/relationships/LibraryCategoryReference.java,70,9
open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/services/SecurityOfficerService.java,open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/utils/Constants.java,70,9
open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryRelationshipsIterator.java,open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositorySelectedEntitiesIterator.java,70,9
open-metadata-implementation/server-chassis/server-chassis-spring/src/main/java/org/odpi/openmetadata/serverchassis/springboot/config/OMAGServerProperties.java,open-metadata-implementation/server-chassis/server-chassis-spring/src/main/resources/application-dev.properties,70,9
open-metadata-implementation/governance-servers/open-lineage-services/open-lineage-services-server/src/main/java/org/odpi/openmetadata/governanceservers/openlineage/server/OpenLineageRestServices.java,open-metadata-implementation/governance-servers/open-lineage-services/open-lineage-services-spring/src/main/java/org/odpi/openmetadata/governanceservers/openlineage/server/spring/OpenLineageResource.java,69,43
open-metadata-test/open-metadata-fvt/access-services-fvt/asset-consumer-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/asset-manager-fvt/build.gradle,69,25
open-metadata-resources/open-metadata-deployment/charts/vdc/templates/job-02-init-egeria.yaml,open-metadata-resources/open-metadata-deployment/charts/vdc/templates/job-03-init-igcproxy.yaml,69,22
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityReidentify.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedReferenceCopyClassificationLifecycle.java,69,12
open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryRelatedEntitiesIterator.java,open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryRelationshipsIterator.java,69,12
open-metadata-implementation/access-services/data-engine/data-engine-server/src/main/java/org/odpi/openmetadata/accessservices/dataengine/server/service/DataEngineRestServices.java,open-metadata-implementation/access-services/data-engine/data-engine-server/src/main/java/org/odpi/openmetadata/accessservices/dataengine/server/service/ProcessHandler.java,69,12
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityPropertySearch.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedRelationshipPropertySearch.java,69,12
open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/reports/ReportCreator.java,open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/reports/ReportUpdater.java,69,12
open-metadata-implementation/access-services/subject-area/subject-area-spring/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/server/spring/SubjectAreaGlossaryRESTResource.java,open-metadata-implementation/access-services/subject-area/subject-area-spring/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/server/spring/SubjectAreaProjectRESTResource.java,69,12
open-metadata-implementation/access-services/subject-area/subject-area-server/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/handlers/SubjectAreaGlossaryHandler.java,open-metadata-implementation/access-services/subject-area/subject-area-server/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/handlers/SubjectAreaProjectHandler.java,68,38
open-metadata-test/open-metadata-fvt/access-services-fvt/data-manager-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/subject-area-fvt/build.gradle,68,25
open-metadata-implementation/view-services/rex-view/rex-view-server/src/main/java/org/odpi/openmetadata/viewservices/rex/handlers/RexViewHandler.java,open-metadata-implementation/view-services/rex-view/rex-view-server/src/main/java/org/odpi/openmetadata/viewservices/rex/server/RexViewRESTServices.java,68,22
open-metadata-implementation/access-services/asset-owner/asset-owner-server/src/main/java/org/odpi/openmetadata/accessservices/assetowner/server/AssetOwnerRESTServices.java,open-metadata-implementation/access-services/asset-owner/asset-owner-spring/src/main/java/org/odpi/openmetadata/accessservices/assetowner/server/spring/AssetOwnerResource.java,68,19
open-metadata-implementation/access-services/asset-owner/asset-owner-client/src/main/java/org/odpi/openmetadata/accessservices/assetowner/client/AssetOwner.java,open-metadata-implementation/access-services/asset-owner/asset-owner-spring/src/main/java/org/odpi/openmetadata/accessservices/assetowner/server/spring/AssetOwnerResource.java,68,19
open-metadata-implementation/access-services/data-engine/data-engine-api/src/main/java/org/odpi/openmetadata/accessservices/dataengine/event/DataEngineEventHeader.java,open-metadata-implementation/access-services/data-engine/data-engine-api/src/main/java/org/odpi/openmetadata/accessservices/dataengine/event/DataEngineEventType.java,68,18
CoreContentPackGUIDMap.json,content-packs/CoreContentPack.omarchive,68,16
developer-resources/License-Example-Files/License_for_POM_Files.xml,open-metadata-resources/open-metadata-deployment/docker/README.md,68,16
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityReidentify.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedRelationshipReidentify.java,68,15
open-metadata-implementation/access-services/glossary-view/glossary-view-spring/src/main/java/org/odpi/openmetadata/accessservices/glossaryview/server/spring/GlossaryResource.java,open-metadata-implementation/access-services/glossary-view/glossary-view-spring/src/main/java/org/odpi/openmetadata/accessservices/glossaryview/server/spring/TermResource.java,68,15
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/docs/README.md,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/graph-repository-connector/docs/overview-of-the-graph-repository-connector.md,68,15
open-metadata-implementation/access-services/subject-area/subject-area-server/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/handlers/SubjectAreaCategoryHandler.java,open-metadata-implementation/access-services/subject-area/subject-area-server/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/handlers/SubjectAreaGlossaryHandler.java,67,45
open-metadata-implementation/access-services/data-engine/data-engine-client/src/main/java/org/odpi/openmetadata/accessservices/dataengine/client/DataEngineEventClient.java,open-metadata-implementation/access-services/data-engine/data-engine-client/src/main/java/org/odpi/openmetadata/accessservices/dataengine/client/DataEngineRESTClient.java,67,30
.github/workflows/merge-v4.yml,.github/workflows/pr-v4.yml,66,26
open-metadata-implementation/user-interfaces/access-services-user-interface/src/main/java/org/odpi/openmetadata/userinterface/accessservices/api/OpenLineageController.java,open-metadata-implementation/user-interfaces/access-services-user-interface/src/main/java/org/odpi/openmetadata/userinterface/accessservices/service/OpenLineageService.java,66,24
open-metadata-implementation/governance-servers/open-lineage-services/open-lineage-services-api/src/main/java/org/odpi/openmetadata/governanceservers/openlineage/maingraph/MainGraphConnectorBase.java,open-metadata-implementation/governance-servers/open-lineage-services/open-lineage-services-server/src/main/java/org/odpi/openmetadata/governanceservers/openlineage/handlers/OpenLineageHandler.java,66,18
open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryErrorHandler.java,open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryHandlerErrorCode.java,66,18
open-metadata-conformance-suite/docs/platform-workbench/test-cases/platform-origin-test-case.md,open-metadata-resources/open-metadata-deployment/docker/README.md,66,17
open-metadata-resources/open-metadata-deployment/charts/vdc/templates/job-02-init-egeria.yaml,open-metadata-resources/open-metadata-deployment/charts/vdc/templates/job-04-init-apache-atlas.yaml,66,17
open-metadata-implementation/platform-services/platform-services-server/src/main/java/org/odpi/openmetadata/platformservices/server/OMAGServerPlatformOriginServices.java,open-metadata-resources/open-metadata-deployment/docker/README.md,66,17
open-metadata-implementation/access-services/glossary-view/glossary-view-server/src/main/java/org/odpi/openmetadata/accessservices/glossaryview/server/service/TermService.java,open-metadata-implementation/access-services/glossary-view/glossary-view-spring/src/main/java/org/odpi/openmetadata/accessservices/glossaryview/server/spring/TermResource.java,66,14
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityPropertySearch.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedRelationshipPropertyAdvancedSearch.java,66,12
open-metadata-test/open-metadata-fvt/access-services-fvt/analytics-modeling-fvt/build.gradle,open-metadata-test/open-metadata-fvt/view-services-fvt/glossary-author-fvt/build.gradle,66,12
open-metadata-implementation/user-interfaces/access-services-user-interface/src/main/java/org/odpi/openmetadata/userinterface/accessservices/service/AssetCatalogOMASService.java,open-metadata-implementation/user-interfaces/access-services-user-interface/src/test/java/org/odpi/openmetadata/userinterface/accessservices/service/AssetCatalogOMASServiceTest.java,66,12
open-metadata-test/open-metadata-fvt/access-services-fvt/governance-engine-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/stewardship-action-fvt/build.gradle,66,12
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/entities/ReferenceableMapper.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/relationships/DataClassAssignmentMapper.java,66,11
open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/processor/SecurityOfficerEventProcessor.java,open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/services/SecurityOfficerInstanceHandler.java,66,11
developer-resources/License-Example-Files/License_for_POM_Files.xml,open-metadata-resources/open-metadata-deployment/docker/egeria/Dockerfile.selfbuild,66,11
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/graph-repository-connector/docs/overview-of-the-graph-repository-connector.md,open-metadata-resources/open-metadata-deployment/docker/egeria/Dockerfile.selfbuild,66,11
open-metadata-test/open-metadata-fvt/access-services-fvt/subject-area-fvt/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/fvt/CategoryHierarchyFVT.java,open-metadata-test/open-metadata-fvt/access-services-fvt/subject-area-fvt/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/fvt/SubjectAreaDefinitionCategoryFVT.java,66,11
open-metadata-implementation/engine-services/governance-action/governance-action-server/src/main/java/org/odpi/openmetadata/engineservices/governanceaction/context/OpenMetadataStoreClient.java,open-metadata-implementation/frameworks/governance-action-framework/src/main/java/org/odpi/openmetadata/frameworks/governanceaction/OpenMetadataClient.java,66,11
open-metadata-implementation/governance-servers/integration-daemon-services/integration-daemon-services-server/src/main/java/org/odpi/openmetadata/governanceservers/integrationdaemonservices/handlers/IntegrationServiceHandler.java,open-metadata-implementation/governance-servers/integration-daemon-services/integration-daemon-services-server/src/main/java/org/odpi/openmetadata/governanceservers/integrationdaemonservices/server/IntegrationDaemonOperationalServices.java,66,9
open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/ffdc/ConnectorCheckedException.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/ffdc/PropertyServerException.java,66,9
open-metadata-implementation/access-services/asset-catalog/asset-catalog-server/src/main/java/org/odpi/openmetadata/accessservice/assetcatalog/service/AssetCatalogService.java,open-metadata-implementation/access-services/asset-catalog/asset-catalog-spring/src/main/java/org/odpi/openmetadata/accessservice/assetcatalog/server/spring/AssetCatalogEntityResource.java,66,9
open-metadata-implementation/governance-servers/data-engine-proxy-services/data-engine-proxy-connector/src/main/java/org/odpi/openmetadata/governanceservers/dataengineproxy/connectors/DataEngineConnectorBase.java,open-metadata-implementation/governance-servers/data-engine-proxy-services/data-engine-proxy-connector/src/main/java/org/odpi/openmetadata/governanceservers/dataengineproxy/connectors/DataEngineInterface.java,66,9
open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/lookup/EndpointLookup.java,open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/lookup/TableLookup.java,66,9
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/DataClassMapper.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/ReferenceMapper.java,66,9
open-metadata-implementation/access-services/data-engine/data-engine-server/build.gradle,open-metadata-implementation/access-services/data-engine/data-engine-spring/build.gradle,66,9
open-metadata-implementation/user-interfaces/ui-chassis/ui-chassis-spring/src/main/static/src/repository-explorer/graph-controls.js,open-metadata-implementation/user-interfaces/ui-chassis/ui-chassis-spring/src/main/static/src/repository-explorer/network-diagram.js,66,9
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/EntityMappingSet.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/ReferenceMapper.java,66,9
open-metadata-implementation/access-services/asset-manager/asset-manager-server/src/main/java/org/odpi/openmetadata/accessservices/assetmanager/handlers/GlossaryExchangeHandler.java,open-metadata-implementation/access-services/asset-manager/asset-manager-server/src/main/java/org/odpi/openmetadata/accessservices/assetmanager/server/GlossaryExchangeRESTServices.java,66,9
open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/reports/DataViewCreator.java,open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/reports/ReportCreator.java,66,9
open-metadata-implementation/user-interfaces/ui-chassis/ui-chassis-spring/src/main/static/src/repository-explorer/details-panel.js,open-metadata-implementation/user-interfaces/ui-chassis/ui-chassis-spring/src/main/static/src/repository-explorer/network-diagram.js,66,9
open-metadata-implementation/access-services/subject-area/subject-area-client/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/SubjectArea.java,open-metadata-implementation/view-services/glossary-author-view/glossary-author-view-server/src/main/java/org/odpi/openmetadata/viewservices/glossaryauthor/admin/serviceinstances/GlossaryAuthorViewServicesInstance.java,66,8
open-metadata-implementation/user-interfaces/presentation-server/nodejs/src/client/components/GlossaryAuthor/components/views/NodeCreateView.js,open-metadata-implementation/user-interfaces/presentation-server/nodejs/src/client/components/GlossaryAuthor/components/views/NodeUpdateView.js,66,8
open-metadata-implementation/access-services/data-engine/data-engine-api/src/main/java/org/odpi/openmetadata/accessservices/dataengine/model/LineageMapping.java,open-metadata-implementation/access-services/data-engine/data-engine-api/src/main/java/org/odpi/openmetadata/accessservices/dataengine/model/PortAlias.java,66,8
open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/handler/SecurityOfficerHandler.java,open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/processor/SecurityOfficerEventProcessor.java,66,8
open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/handler/SecurityOfficerHandler.java,open-metadata-implementation/access-services/security-officer/security-officer-server/src/main/java/org/odpi/openmetadata/accessservices/securityofficer/server/admin/publisher/SecurityOfficerPublisher.java,66,8
open-metadata-implementation/access-services/governance-engine/governance-engine-api/src/main/java/org/odpi/openmetadata/accessservices/governanceengine/api/MetadataElementInterface.java,open-metadata-implementation/frameworks/governance-action-framework/src/main/java/org/odpi/openmetadata/frameworks/governanceaction/OpenMetadataClient.java,66,8
open-metadata-implementation/access-services/subject-area/subject-area-client/build.gradle,open-metadata-implementation/adapters/open-connectors/configuration-store-connectors/configuration-encrypted-file-store-connector/build.gradle,66,8
open-metadata-implementation/access-services/analytics-modeling/analytics-modeling-server/src/test/java/org/odpi/openmetadata/accessservices/analyticsmodeling/test/synchronization/AnalyticsArtifactDeleteTest.java,open-metadata-implementation/access-services/analytics-modeling/analytics-modeling-spring/src/main/java/org/odpi/openmetadata/accessservices/analyticsmodeling/server/spring/AnalyticsModelingOMASResource.java,66,8
open-metadata-resources/open-metadata-tutorials/building-egeria-tutorial/task-building-egeria-source.md,open-metadata-resources/open-metadata-tutorials/omag-server-tutorial/task-starting-the-omag-server.md,66,8
open-metadata-implementation/access-services/subject-area/subject-area-api/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/properties/objects/category/Category.java,open-metadata-implementation/access-services/subject-area/subject-area-api/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/properties/objects/glossary/Glossary.java,66,8
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/ReferenceableMapper.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/RelationalTableTypeMapper.java,66,8
open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryEntitiesIterator.java,open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryFindEntitiesIterator.java,66,8
open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositoryFindEntitiesIterator.java,open-metadata-implementation/common-services/repository-handler/src/main/java/org/odpi/openmetadata/commonservices/repositoryhandler/RepositorySelectedEntitiesIterator.java,66,8
open-metadata-implementation/access-services/subject-area/subject-area-client/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/client/nodes/categories/SubjectAreaCategoryClient.java,open-metadata-implementation/access-services/subject-area/subject-area-client/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/client/nodes/glossaries/SubjectAreaGlossaryClient.java,66,8
open-metadata-implementation/access-services/data-engine/data-engine-api/src/main/java/org/odpi/openmetadata/accessservices/dataengine/event/PortAliasEvent.java,open-metadata-implementation/access-services/data-engine/data-engine-api/src/main/java/org/odpi/openmetadata/accessservices/dataengine/event/SchemaTypeEvent.java,66,8
open-metadata-resources/open-metadata-deployment/charts/vdc/templates/job-01-init-ldap.yaml,open-metadata-resources/open-metadata-deployment/charts/vdc/templates/ui.yaml,66,8
open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/ffdc/ConnectorCheckedException.java,open-metadata-implementation/frameworks/open-connector-framework/src/main/java/org/odpi/openmetadata/frameworks/connectors/ffdc/OCFCheckedExceptionBase.java,66,8
open-metadata-implementation/user-interfaces/presentation-server/nodejs/src/client/components/TypeExplorer/components/details-panel/EntityTypeDisplay.js,open-metadata-implementation/user-interfaces/presentation-server/nodejs/src/client/components/TypeExplorer/components/details-panel/RelationshipTypeDisplay.js,66,8
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/entities/DataClassMapper.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/entities/EntityMapping.java,66,8
open-metadata-implementation/access-services/data-engine/data-engine-server/src/main/java/org/odpi/openmetadata/accessservices/dataengine/server/service/DataEngineRestServices.java,open-metadata-implementation/access-services/data-engine/data-engine-server/src/test/java/org/odpi/openmetadata/accessservices/dataengine/server/service/ProcessHandlerTest.java,66,8
open-metadata-implementation/adapters/open-connectors/governance-action-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/governanceactions/ffdc/GovernanceActionConnectorsAuditCode.java,open-metadata-implementation/adapters/open-connectors/governance-action-connectors/src/main/java/org/odpi/openmetadata/adapters/connectors/governanceactions/provisioning/MoveCopyFileGovernanceActionProvider.java,66,8
open-metadata-implementation/view-services/glossary-author-view/glossary-author-view-server/src/main/java/org/odpi/openmetadata/viewservices/glossaryauthor/admin/serviceinstances/GlossaryAuthorViewServicesInstance.java,open-metadata-implementation/view-services/glossary-author-view/glossary-author-view-server/src/main/java/org/odpi/openmetadata/viewservices/glossaryauthor/initialization/GlossaryAuthorViewInstanceHandler.java,66,8
open-metadata-implementation/access-services/information-view/information-view-api/src/main/java/org/odpi/openmetadata/accessservices/informationview/events/InformationViewEvent.java,open-metadata-implementation/access-services/information-view/information-view-api/src/main/java/org/odpi/openmetadata/accessservices/informationview/events/ReportColumn.java,66,8
open-metadata-resources/open-metadata-deployment/charts/vdc/templates/job-01-data-loader.yaml,open-metadata-resources/open-metadata-deployment/charts/vdc/templates/ranger-admin.yaml,66,8
open-metadata-implementation/access-services/subject-area/subject-area-client/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/client/SubjectAreaImpl.java,open-metadata-implementation/view-services/glossary-author-view/glossary-author-view-server/src/main/java/org/odpi/openmetadata/viewservices/glossaryauthor/admin/serviceinstances/GlossaryAuthorViewServicesInstance.java,66,8
open-metadata-test/open-metadata-fvt/access-services-fvt/asset-consumer-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/data-manager-fvt/build.gradle,65,25
.github/workflows/merge-v4.yml,.github/workflows/release-v4.yml,65,25
open-metadata-test/open-metadata-fvt/access-services-fvt/asset-owner-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/subject-area-fvt/build.gradle,65,25
open-metadata-implementation/access-services/asset-owner/asset-owner-client/src/main/java/org/odpi/openmetadata/accessservices/assetowner/client/AssetOwner.java,open-metadata-implementation/access-services/asset-owner/asset-owner-server/src/main/java/org/odpi/openmetadata/accessservices/assetowner/server/AssetOwnerRESTServices.java,65,23
open-metadata-test/open-metadata-fvt/access-services-fvt/asset-manager-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/subject-area-fvt/build.gradle,64,25
content-packs/ApacheKafkaContentPack.omarchive,content-packs/CoreContentPack.omarchive,64,16
content-packs/APIsContentPack.omarchive,content-packs/CoreContentPack.omarchive,64,16
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityLifecycle.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityRetype.java,64,16
content-packs/CoreContentPack.omarchive,content-packs/PostgresContentPack.omarchive,64,16
content-packs/CoreContentPack.omarchive,content-packs/UnityCatalogContentPack.omarchive,64,16
content-packs/ApacheAtlasContentPack.omarchive,content-packs/CoreContentPack.omarchive,64,16
open-metadata-implementation/access-services/subject-area/subject-area-spring/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/server/spring/SubjectAreaCategoryRESTResource.java,open-metadata-implementation/access-services/subject-area/subject-area-spring/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/server/spring/SubjectAreaGlossaryRESTResource.java,64,14
open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/reports/DataViewBasicOperation.java,open-metadata-implementation/access-services/information-view/information-view-server/src/main/java/org/odpi/openmetadata/accessservices/informationview/reports/ReportBasicOperation.java,64,14
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/relationships/DataClassAssignmentMapper.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/relationships/RelationshipMapping.java,64,14
open-metadata-test/open-metadata-fvt/access-services-fvt/digital-architecture-fvt/build.gradle,open-metadata-test/open-metadata-fvt/view-services-fvt/glossary-author-fvt/build.gradle,64,14
open-metadata-test/open-metadata-fvt/access-services-fvt/discovery-engine-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/stewardship-action-fvt/build.gradle,64,13
open-metadata-implementation/access-services/subject-area/subject-area-spring/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/server/spring/SubjectAreaProjectRESTResource.java,open-metadata-implementation/access-services/subject-area/subject-area-spring/src/main/java/org/odpi/openmetadata/accessservices/subjectarea/server/spring/SubjectAreaTermRESTResource.java,64,13
open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/entities/ReferenceableMapper.java,open-metadata-implementation/adapters/open-connectors/repository-services-connectors/open-metadata-collection-store-connectors/ibm-igc-repository-connector/src/main/java/org/odpi/openmetadata/adapters/repositoryservices/igc/repositoryconnector/mapping/relationships/RelationshipMapping.java,64,13
open-metadata-implementation/repository-services/repository-services-spring/src/main/java/org/odpi/openmetadata/repositoryservices/rest/server/spring/EnterpriseRepositoryServicesResource.java,open-metadata-implementation/repository-services/repository-services-spring/src/main/java/org/odpi/openmetadata/repositoryservices/rest/server/spring/LocalRepositoryServicesResource.java,64,13
open-metadata-implementation/access-services/governance-engine/governance-engine-server/src/main/java/org/odpi/openmetadata/accessservices/governanceengine/server/processor/ContextBuilder.java,open-metadata-implementation/access-services/governance-engine/governance-engine-server/src/main/java/org/odpi/openmetadata/accessservices/governanceengine/server/util/Constants.java,64,13
open-metadata-test/open-metadata-fvt/access-services-fvt/community-profile-fvt/build.gradle,open-metadata-test/open-metadata-fvt/access-services-fvt/stewardship-action-fvt/build.gradle,64,13
open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedEntityRetype.java,open-metadata-conformance-suite/open-metadata-conformance-suite-server/src/main/java/org/odpi/openmetadata/conformance/tests/repository/instances/TestSupportedReferenceCopyClassificationLifecycle.java,64,13
